Att,Cmp,Pct,Yds,YPA,TD%,Int,Int%,Lg,Sack,Loss,Rate,TD
262,141,53.8,1876,7.2,5,14,5.3,61,34,277,71,13
313,159,50.8,2156,6.9,5.1,16,5.1,78,8,79,68.9,16
278,143,51.4,1647,5.9,3.2,9,3.2,56,21,154,66.9,9
335,181,54,2323,6.9,4.5,20,6,79,21,181,66.1,15
321,178,55.5,2507,7.8,3.1,20,6.2,48,41,387,65.3,10
321,166,51.7,2213,6.9,4.4,18,5.6,55,19,158,65.1,14
257,128,49.8,1720,6.7,2.7,10,3.9,72,23,161,64.3,7
255,140,54.9,1645,6.5,3.1,13,5.1,65,29,252,63.9,8
385,194,50.4,2130,5.5,4.2,18,4.7,69,24,206,61.5,16
373,171,45.8,2575,6.9,3.8,18,4.8,79,26,216,61.5,14
281,144,51.2,1652,5.9,2.5,12,4.3,63,15,124,59.8,7
237,135,57,1557,6.6,2.5,17,7.2,46,19,155,55.5,6
238,112,47.1,1340,5.6,2.9,11,4.6,74,28,228,55.3,7
219,98,44.7,1104,5,1.4,17,7.8,48,27,231,32.6,3
218,83,38.1,1410,6.5,2.8,24,11,87,25,242,30.4,6
595,341,57.3,4091,6.9,3.7,23,3.9,74,35,223,74.7,22
571,343,60.1,4436,7.8,6.3,15,2.6,88,50,280,94.6,36
539,305,56.6,3985,7.4,3.5,21,3.9,68,55,342,75.6,19
533,331,62.1,4135,7.8,4.9,15,2.8,80,14,116,90.7,26
519,316,60.9,4005,7.7,4.6,13,2.5,65,29,177,90,24
515,304,59,3840,7.5,4.7,14,2.7,50,49,241,86.5,24
499,294,58.9,3389,6.8,4.4,15,3,86,26,170,81.7,22
499,325,65.1,4353,8.7,8.2,13,2.6,75,29,201,109.2,41
495,270,54.5,3346,6.8,4.6,16,3.2,51,32,198,77.7,23
478,264,55.2,3171,6.6,4,16,3.3,54,26,176,75.1,19
452,261,57.7,3032,6.7,3.1,14,3.1,88,27,176,75.6,14
442,263,59.5,2964,6.7,3.8,12,2.7,90,19,130,81.1,17
441,259,58.7,3060,6.9,3.2,9,2,62,29,174,82,14
434,249,57.4,2761,6.4,2.3,14,3.2,80,37,208,70.6,10
399,223,55.9,2447,6.1,3.8,13,3.3,78,56,359,73.2,15
389,215,55.3,2670,6.9,4.1,12,3.1,76,30,168,77.6,16
381,201,52.8,2111,5.5,2.4,24,6.3,63,27,152,50.8,9
375,225,60,2544,6.8,2.9,11,2.9,62,15,104,77.9,11
369,204,55.3,2448,6.6,3.3,17,4.6,62,9,66,67.4,12
331,190,57.4,2318,7,2.4,11,3.3,80,16,112,73.3,8
331,187,56.5,2179,6.6,3.6,8,2.4,65,16,74,78.6,12
329,191,58.1,2816,8.6,7,12,3.6,80,28,228,94.2,23
320,169,52.8,2136,6.7,5.3,8,2.5,76,33,190,81.2,17
307,174,56.7,2339,7.6,5.2,11,3.6,60,32,230,83.5,16
288,175,60.8,2117,7.4,3.1,7,2.4,77,28,202,83.6,9
275,167,60.7,1645,6,3.6,6,2.2,56,13,79,80.6,10
275,160,58.2,1464,5.3,2.2,10,3.6,42,22,131,64.9,6
272,161,59.2,1678,6.2,5.1,6,2.2,56,11,69,85.1,14
271,160,59,1697,6.3,3.3,9,3.3,56,26,184,74.6,9
270,151,55.9,1957,7.2,4.8,7,2.6,74,36,186,84.1,13
268,139,51.9,1916,7.1,2.6,16,6,57,19,152,58.9,7
258,139,53.9,1625,6.3,4.7,8,3.1,49,15,104,75.8,12
244,146,59.8,1619,6.6,4.5,11,4.5,62,26,189,75.8,11
235,127,54,1465,6.2,3.4,10,4.3,80,18,94,66.7,8
227,119,52.4,1276,5.6,3.1,9,4,84,20,109,62.9,7
216,125,57.9,1288,6,3.7,4,1.9,69,28,185,79.8,8
216,106,49.1,948,4.4,3.7,7,3.2,63,28,204,60.1,8
200,124,62,1475,7.4,4,9,4.5,61,15,101,79.1,8
195,116,59.5,1382,7.1,5.1,5,2.6,54,9,63,87.6,10
176,95,54,1062,6,2.8,9,5.1,50,22,102,60.4,5
174,110,63.2,1242,7.1,4,6,3.4,77,7,43,83.5,7
170,77,45.3,988,5.8,1.8,8,4.7,54,17,116,50.3,3
169,84,49.7,944,5.6,1.2,6,3.6,71,18,130,55.9,2
159,85,53.5,970,6.1,3.8,6,3.8,90,11,79,68.9,6
153,80,52.3,805,5.3,1.3,6,3.9,39,19,110,55.6,2
146,89,61,875,6,4.8,4,2.7,68,11,78,82.4,7
141,78,55.3,788,5.6,1.4,10,7.1,41,7,62,46.6,2
118,62,52.5,759,6.4,1.7,4,3.4,62,12,78,64.2,2
100,54,54,536,5.4,0,4,4,32,10,66,52.8,0
94,61,64.9,656,7,2.1,2,2.1,25,7,47,83.5,2
91,47,51.6,548,6,4.4,2,2.2,35,4,26,75.7,4
84,42,50,593,7.1,4.8,4,4.8,52,5,37,69.2,4
84,45,53.6,446,5.3,3.6,4,4.8,53,8,63,60.9,3
81,46,56.8,527,6.5,2.5,1,1.2,42,7,51,79.6,2
76,42,55.3,521,6.9,3.9,5,6.6,51,6,42,62.4,3
64,32,50,314,4.9,4.7,1,1.6,37,5,21,73.3,3
56,24,42.9,236,4.2,1.8,4,7.1,28,6,30,31.5,1
55,32,58.2,270,4.9,0,1,1.8,38,5,36,63.4,0
48,22,45.8,191,4,0,3,6.2,22,5,32,30.8,0
34,25,73.5,298,8.8,5.9,0,0,42,1,9,119.5,2
30,18,60,283,9.4,6.7,0,0,49,6,34,113.6,2
29,10,34.5,181,6.2,10.3,2,6.9,50,0,0,62.6,3
20,12,60,87,4.3,0,3,15,11,0,0,30.6,0
17,8,47.1,107,6.3,11.8,1,5.9,30,2,9,82.2,2
16,9,56.2,136,8.5,6.2,2,12.5,63,3,23,65.6,1
15,10,66.7,96,6.4,6.7,1,6.7,27,0,0,78.8,1
14,9,64.3,91,6.5,0,0,0,27,1,3,82.7,0
13,7,53.8,47,3.6,0,2,15.4,11,0,0,22.4,0
11,6,54.5,165,15,18.2,0,0,65,3,30,139.2,2
10,3,30,41,4.1,10,0,0,19,1,9,77.5,1
7,5,71.4,78,11.1,0,0,0,45,1,3,108,0
6,1,16.7,4,0.7,0,0,0,4,0,0,39.6,0
5,4,80,23,4.6,0,0,0,8,0,0,85.8,0
5,2,40,10,2,0,0,0,7,0,0,47.9,0
4,0,0,0,0,0,0,0,0,0,0,39.6,0
3,2,66.7,11,3.7,0,0,0,12,1,6,72.9,0
3,1,33.3,20,6.7,0,0,0,20,0,0,57.6,0
2,1,50,17,8.5,0,0,0,17,0,0,79.2,0
2,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,21,21,100,0,0,21,0,0,158.3,1
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,8,8,0,0,0,8,0,0,100,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,1,9,39.6,0
1,1,100,2,2,0,0,0,2,0,0,79.2,0
1,1,100,27,27,100,0,0,27,0,0,158.3,1
1,1,100,6,6,0,0,0,6,0,0,91.7,0
1,1,100,26,26,0,0,0,26,0,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,9,9,0,0,0,9,0,0,104.2,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
590,328,55.6,3732,6.3,3.6,25,4.2,63,13,71,69,21
580,338,58.3,3812,6.6,3.4,16,2.8,67,33,236,78,20
571,357,62.5,4413,7.7,5.8,15,2.6,78,20,131,94.7,33
569,330,58,3365,5.9,3.7,13,2.3,70,45,262,77.8,21
561,355,63.3,4278,7.6,5.5,10,1.8,69,24,155,97.6,31
547,326,59.6,4169,7.6,5.1,14,2.6,81,29,213,89.9,28
533,324,60.8,3730,7,3.6,18,3.4,54,62,331,79.7,19
531,312,58.8,3291,6.2,3.2,13,2.4,59,45,264,77.3,17
529,311,58.8,3610,6.8,4.2,13,2.5,59,28,243,83.1,22
512,311,60.7,3640,7.1,3.9,14,2.7,67,54,289,84,20
475,270,56.8,2946,6.2,2.7,21,4.4,70,22,151,66,13
474,297,62.7,3937,8.3,7,16,3.4,78,34,181,98,33
473,284,60,3430,7.3,5.9,11,2.3,84,28,124,92.4,28
428,233,54.4,2769,6.5,4.2,13,3,75,37,240,75.8,18
418,259,62,2658,6.4,4.3,19,4.5,71,33,166,75.6,18
412,221,53.6,2489,6,3.2,15,3.6,59,41,242,67.3,13
396,248,62.6,2847,7.2,3.8,13,3.3,56,24,141,83.2,15
365,228,62.5,2505,6.9,3,15,4.1,77,20,150,75.7,11
357,204,57.1,2402,6.7,3.9,14,3.9,61,23,129,74.5,14
347,235,67.7,3429,9.9,6.1,18,5.2,85,20,115,98.3,21
336,216,64.3,2688,8,5.7,4,1.2,61,17,139,102.9,19
331,192,58,2236,6.8,3,12,3.6,55,40,251,73.5,10
322,161,50,1883,5.8,3.4,18,5.6,83,31,155,56.2,11
306,175,57.2,2125,6.9,3.9,7,2.3,74,49,292,82.2,12
302,184,60.9,2025,6.7,4.3,9,3,49,24,150,82.7,13
289,151,52.2,1860,6.4,3.8,8,2.8,45,30,150,73.6,11
280,154,55,1646,5.9,2.9,9,3.2,68,27,169,68.5,8
274,150,54.7,1578,5.8,2.9,8,2.9,53,20,152,69.3,8
267,118,44.2,1253,4.7,1.1,6,2.2,46,36,191,52.8,3
262,156,59.5,1632,6.2,2.7,14,5.3,48,13,91,64.3,7
240,145,60.4,2063,8.6,6.7,5,2.1,64,24,145,101.8,16
232,138,59.5,1776,7.7,3.9,8,3.4,44,12,77,82.1,9
231,132,57.1,1700,7.4,3.5,3,1.3,52,10,68,86.5,8
226,134,59.3,1502,6.6,5.3,11,4.9,59,23,135,76.6,12
215,137,63.7,1483,6.9,3.3,9,4.2,79,10,78,77.3,7
210,117,55.7,1047,5,1,8,3.8,67,17,116,56.6,2
202,123,60.9,1416,7,4,10,5,62,14,96,74.6,8
194,113,58.2,1514,7.8,4.6,6,3.1,53,15,94,85.7,9
194,113,58.2,1389,7.2,3.6,6,3.1,50,12,94,79.6,7
187,89,47.6,966,5.2,1.6,8,4.3,38,16,82,50.8,3
178,102,57.3,964,5.4,1.7,6,3.4,41,5,24,64,3
148,66,44.6,878,5.9,0.7,1,0.7,77,13,70,63.4,1
125,74,59.2,849,6.8,4.8,4,3.2,76,8,45,82.4,6
116,57,49.1,524,4.5,1.7,5,4.3,35,8,60,49.6,2
91,56,61.5,503,5.5,1.1,4,4.4,40,12,75,61.7,1
87,49,56.3,540,6.2,3.4,2,2.3,45,13,72,76.8,3
82,47,57.3,382,4.7,1.2,1,1.2,34,2,7,68.2,1
69,40,58,467,6.8,2.9,3,4.3,44,10,53,70.1,2
67,36,53.7,406,6.1,3,3,4.5,26,13,75,63.4,2
64,36,56.2,530,8.3,3.1,3,4.7,67,3,23,74.3,2
63,39,61.9,318,5,1.6,3,4.8,29,4,22,60.2,1
54,22,40.7,167,3.1,0,1,1.9,32,13,89,41.2,0
53,27,50.9,241,4.5,0,2,3.8,26,8,51,47.8,0
53,22,41.5,237,4.5,0,3,5.7,46,12,92,31.7,0
41,21,51.2,206,5,0,4,9.8,30,6,24,26.1,0
34,15,44.1,208,6.1,2.9,1,2.9,41,5,46,61.9,1
33,22,66.7,307,9.3,6.1,1,3,65,0,0,104,2
32,16,50,120,3.8,0,1,3.1,16,7,51,46.4,0
21,11,52.4,66,3.1,0,1,4.8,17,3,16,39,0
20,10,50,82,4.1,0,1,5,20,1,6,40,0
20,10,50,126,6.3,5,0,0,26,1,6,86.7,1
19,10,52.6,104,5.5,5.3,0,0,27,1,2,86.3,1
10,6,60,65,6.5,10,0,0,26,3,24,112.5,1
9,3,33.3,80,8.9,11.1,1,11.1,44,0,0,64.4,1
8,4,50,67,8.4,0,0,0,36,0,0,78.6,0
5,2,40,67,13.4,20,0,0,62,1,4,127.1,1
5,3,60,53,10.6,20,0,0,29,2,21,135.8,1
4,1,25,21,5.2,0,0,0,21,0,0,49,0
3,1,33.3,6,2,0,0,0,6,0,0,42.4,0
3,1,33.3,23,7.7,0,1,33.3,23,0,0,22.2,0
3,2,66.7,19,6.3,0,0,0,12,0,0,84,0
3,3,100,19,6.3,0,0,0,14,0,0,93.1,0
2,0,0,0,0,0,1,50,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,39.6,0
2,2,100,-2,-1,0,0,0,6,0,0,79.2,0
2,2,100,53,26.5,50,0,0,30,0,0,158.3,1
1,1,100,13,13,0,0,0,13,0,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,1,5,39.6,0
1,1,100,18,18,0,0,0,18,0,0,118.8,0
1,1,100,3,3,0,0,0,3,0,0,79.2,0
1,1,100,18,18,100,0,0,18,0,0,158.3,1
1,1,100,44,44,0,0,0,44,0,0,118.8,0
1,1,100,31,31,0,0,0,31,0,0,118.8,0
1,1,100,-4,-4,0,0,0,-4,0,0,79.2,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,36,36,0,0,0,36,0,0,118.8,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,8,8,0,0,0,8,0,0,100,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,34,34,0,0,0,34,0,0,118.8,0
0,0,0,0,0,0,0,0,0,1,1,0,0
581,313,53.9,3216,5.5,2.1,22,3.8,49,25,185,61.1,12
568,327,57.6,3764,6.6,3.3,16,2.8,76,36,206,77.1,19
559,340,60.8,3406,6.1,2.3,11,2,47,44,269,77.7,13
558,312,55.9,3832,6.9,4.7,22,3.9,63,50,330,76.4,26
549,361,65.8,3828,7,4.9,9,1.6,49,27,155,95.5,27
547,343,62.7,4131,7.6,4.8,23,4.2,86,29,232,84.1,26
546,375,68.7,4830,8.8,6.6,22,4,65,38,233,101.4,36
540,293,54.3,2931,5.4,2,19,3.5,48,26,177,62,11
525,304,57.9,3653,7,3.4,14,2.7,68,29,204,79.6,18
523,296,56.6,3783,7.2,3.3,24,4.6,67,39,198,71.1,17
521,294,56.4,3464,6.6,2.9,18,3.5,78,25,168,72,15
510,314,61.6,3921,7.7,6.3,15,2.9,67,22,151,94.1,32
504,316,62.7,3538,7,6.3,12,2.4,61,26,114,94.8,32
493,285,57.8,3233,6.6,5.1,12,2.4,64,39,273,84.3,25
473,289,61.1,3309,7,4,13,2.7,44,57,387,84.1,19
467,265,56.7,3033,6.5,3.2,18,3.9,77,28,215,71.1,15
454,272,59.9,3040,6.7,3.7,21,4.6,78,51,353,73.1,17
451,275,61,2827,6.3,5.1,19,4.2,65,38,241,78.5,23
450,273,60.7,3290,7.3,4.4,19,4.2,74,27,178,80.3,20
442,266,60.2,3109,7,3.2,11,2.5,90,29,175,81.7,14
441,260,59,2752,6.2,3.4,14,3.2,40,18,122,75.3,15
431,264,61.3,3350,7.8,4.9,12,2.8,71,37,251,90.2,21
413,264,63.9,2843,6.9,4.4,12,2.9,91,41,216,86.5,18
395,228,57.7,2299,5.8,3.3,10,2.5,66,11,72,74.9,13
370,198,53.5,2386,6.4,2.7,10,2.7,85,29,173,71.3,10
366,235,64.2,2612,7.1,3.8,13,3.6,57,33,186,83.3,14
365,223,61.1,2847,7.8,4.4,14,3.8,94,41,261,84.1,16
341,198,58.1,2392,7,3.5,12,3.5,76,33,176,76.8,12
321,176,54.8,2023,6.3,2.2,8,2.5,64,38,251,70.9,7
307,178,58,2056,6.7,3.9,11,3.6,80,14,73,76.4,12
216,134,62,1465,6.8,2.3,7,3.2,61,31,196,76.3,5
176,90,51.1,1072,6.1,2.8,7,4,64,12,56,63,5
151,92,60.9,906,6,2,10,6.6,27,12,75,56.9,3
129,84,65.1,694,5.4,3.9,6,4.7,34,6,48,72.3,5
122,73,59.8,1014,8.3,5.7,4,3.3,54,10,72,92,7
115,53,46.1,671,5.8,2.6,1,0.9,69,21,122,69.9,3
113,50,44.2,785,6.9,1.8,3,2.7,52,21,113,62.7,2
98,48,49,529,5.4,5.1,5,5.1,80,5,30,61.1,5
98,48,49,418,4.3,1,6,6.1,47,10,65,38.6,1
89,51,57.3,795,8.9,9,4,4.5,80,4,27,98.3,8
89,54,60.7,573,6.4,3.4,2,2.2,30,12,66,81.3,3
88,45,51.1,494,5.6,1.1,3,3.4,38,12,82,57.7,1
76,42,55.3,496,6.5,2.6,2,2.6,35,6,58,73.1,2
66,40,60.6,400,6.1,3,2,3,58,5,21,75.3,2
61,32,52.5,361,5.9,1.6,1,1.6,45,6,43,69.1,1
49,26,53.1,314,6.4,6.1,5,10.2,28,5,22,53.8,3
48,30,62.5,308,6.4,6.2,0,0,26,3,21,101.7,3
42,23,54.8,168,4,0,3,7.1,17,6,38,34.6,0
33,15,45.5,201,6.1,3,2,6.1,34,1,2,50.2,1
31,21,67.7,210,6.8,0,1,3.2,42,3,29,73.3,0
30,17,56.7,133,4.4,3.3,3,10,28,3,24,39.3,1
27,15,55.6,221,8.2,3.7,0,0,40,2,12,94.8,1
20,10,50,92,4.6,5,0,0,24,1,8,79.6,1
19,13,68.4,131,6.9,10.5,0,0,16,2,16,122.9,2
17,9,52.9,127,7.5,5.9,0,0,44,1,5,96.9,1
14,5,35.7,51,3.6,0,1,7.1,16,1,9,17.3,0
14,10,71.4,143,10.2,14.3,1,7.1,27,0,0,114,2
12,7,58.3,114,9.5,8.3,0,0,25,0,0,118.1,1
12,7,58.3,73,6.1,0,0,0,19,1,6,76,0
12,4,33.3,38,3.2,0,3,25,16,2,15,3.5,0
9,7,77.8,154,17.1,11.1,1,11.1,57,1,4,116.2,1
9,5,55.6,57,6.3,0,0,0,21,1,6,74.8,0
8,4,50,34,4.2,0,0,0,18,2,15,61.5,0
8,5,62.5,37,4.6,0,0,0,14,1,3,73.4,0
5,3,60,23,4.6,20,0,0,14,2,13,110.8,1
4,3,75,40,10,0,0,0,26,0,0,106.3,0
4,3,75,34,8.5,0,0,0,15,0,0,100,0
3,2,66.7,45,15,0,0,0,28,0,0,109.7,0
3,3,100,22,7.3,0,0,0,10,2,7,97.2,0
3,0,0,0,0,0,0,0,0,0,0,39.6,0
2,1,50,32,16,50,0,0,32,0,0,135.4,1
2,1,50,34,17,50,0,0,34,0,0,135.4,1
2,0,0,0,0,0,0,0,0,0,0,39.6,0
2,0,0,0,0,0,2,100,0,0,0,0,0
2,0,0,0,0,0,1,50,0,0,0,0,0
2,1,50,12,6,50,0,0,12,0,0,108.3,1
2,2,100,40,20,0,0,0,42,0,0,118.8,0
2,1,50,60,30,50,1,50,60,0,0,95.8,1
2,2,100,21,10.5,0,0,0,20,0,0,110.4,0
2,0,0,0,0,0,1,50,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,39,39,100,0,0,39,0,0,158.3,1
1,0,0,0,0,0,1,100,0,0,0,0,0
1,1,100,23,23,0,0,0,23,0,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,-1,-1,0,0,0,-1,0,0,79.2,0
1,1,100,40,40,0,0,0,40,0,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,51,51,100,0,0,51,0,0,158.3,1
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,1,0,39.6,0
1,1,100,18,18,0,0,0,18,0,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,31,31,100,0,0,31,0,0,158.3,1
1,1,100,18,18,100,0,0,18,0,0,158.3,1
1,1,100,27,27,100,0,0,27,0,0,158.3,1
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
618,418,67.6,4689,7.6,4.2,10,1.6,75,36,214,97.3,26
610,375,61.5,4359,7.1,3.9,15,2.5,73,54,369,86,24
601,373,62.1,3764,6.3,4.7,14,2.3,49,31,190,85.7,28
591,392,66.3,4200,7.1,4.6,19,3.2,69,23,145,88.8,27
551,341,61.9,3658,6.6,4.9,16,2.9,85,26,188,85.6,27
549,333,60.7,3853,7,3.3,23,4.2,61,47,244,75.3,18
545,335,61.5,4073,7.5,3.5,14,2.6,82,24,152,85.4,19
530,284,53.6,2972,5.6,3.4,20,3.8,80,36,248,65.7,18
528,283,53.6,3572,6.8,5.1,15,2.8,64,36,236,80.1,27
528,328,62.1,3344,6.3,4,10,1.9,76,17,93,85.6,21
526,320,60.8,3284,6.2,3.2,16,3,52,24,180,76.9,17
492,301,61.2,3387,6.9,4.5,15,3,55,21,121,84,22
473,294,62.2,3178,6.7,3.4,16,3.4,72,24,159,79.1,16
470,287,61.1,3690,7.9,5.5,13,2.8,99,26,141,92.6,26
451,281,62.3,3049,6.8,4.9,6,1.3,76,21,121,92.9,22
444,233,52.5,2592,5.8,2,15,3.4,81,76,411,62.8,9
443,273,61.6,2842,6.4,4.1,18,4.1,78,30,213,76.8,18
436,291,66.7,3214,7.4,3.4,15,3.4,82,34,237,85.6,15
429,215,50.1,2294,5.3,2.8,16,3.7,64,8,75,59.9,12
421,231,54.9,2936,7,3.8,8,1.9,74,33,206,81.6,16
419,267,63.7,3075,7.3,3.6,10,2.4,49,26,143,87.8,15
416,245,58.9,2788,6.7,4.1,7,1.7,79,34,210,85.7,17
399,275,68.9,3120,7.8,5.5,6,1.5,47,22,135,104.2,22
381,223,58.5,2630,6.9,3.9,14,3.7,69,31,192,77.4,15
377,234,62.1,2836,7.5,5.3,16,4.2,72,26,148,85.2,20
361,211,58.4,2289,6.3,4.7,6,1.7,59,28,166,86,17
314,180,57.3,1944,6.2,4.1,9,2.9,54,16,101,77.5,13
295,165,55.9,2084,7.1,4.4,11,3.7,77,30,203,77.3,13
292,179,61.3,2024,6.9,4.8,9,3.1,59,13,89,85.2,14
250,127,50.8,1555,6.2,2.8,8,3.2,58,34,265,66.3,7
237,124,52.3,1251,5.3,4.6,6,2.5,43,9,54,72.6,11
227,117,51.5,1539,6.8,4,8,3.5,62,18,132,71.8,9
221,125,56.6,1465,6.6,3.2,8,3.6,80,19,130,72.3,7
220,144,65.5,1431,6.5,1.4,11,5,43,21,130,67.4,3
214,138,64.5,1826,8.5,6.5,6,2.8,58,12,102,101.5,14
195,124,63.6,1216,6.2,3.6,10,5.1,33,10,77,71.7,7
182,97,53.3,1034,5.7,3.8,3,1.6,36,11,68,76.1,7
168,94,56,1182,7,2.4,6,3.6,83,7,36,71.1,4
166,109,65.7,1155,7,3.6,6,3.6,64,7,46,82.8,6
161,103,64,1023,6.4,2.5,4,2.5,76,23,144,79.8,4
160,92,57.5,1045,6.5,2.5,6,3.8,77,12,90,69.9,4
154,86,55.8,1011,6.6,3.9,5,3.2,53,7,48,75.4,6
147,62,42.2,874,5.9,4.8,9,6.1,49,12,99,52.4,7
117,68,58.1,925,7.9,5.1,5,4.3,52,12,78,82.7,6
106,64,60.4,790,7.5,7.5,4,3.8,44,5,40,92.9,8
92,58,63,719,7.8,3.3,6,6.5,40,11,83,70.9,3
88,57,64.8,536,6.1,1.1,2,2.3,23,19,94,75.8,1
85,44,51.8,437,5.1,1.2,5,5.9,51,10,74,46.1,1
83,54,65.1,499,6,3.6,3,3.6,35,9,62,78.3,3
57,37,64.9,448,7.9,3.5,3,5.3,63,3,11,78.7,2
51,18,35.3,207,4.1,5.9,5,9.8,45,4,20,28.4,3
46,23,50,231,5,2.2,2,4.3,22,7,40,53.8,1
44,15,34.1,171,3.9,0,4,9.1,27,7,60,8.8,0
43,26,60.5,232,5.4,4.7,0,0,27,5,26,90.5,2
38,17,44.7,180,4.7,0,3,7.9,24,6,35,26.2,0
33,12,36.4,117,3.5,0,1,3,24,3,23,34.5,0
28,19,67.9,224,8,7.1,0,0,37,1,8,115.8,2
28,19,67.9,134,4.8,3.6,0,0,20,1,8,90.5,1
27,10,37,80,3,0,1,3.7,20,1,5,30,0
18,7,38.9,66,3.7,0,2,11.1,26,5,50,10.2,0
11,3,27.3,64,5.8,0,0,0,47,0,0,51.3,0
10,8,80,113,11.3,0,0,0,54,0,0,113.8,0
9,6,66.7,59,6.6,0,0,0,31,0,0,85,0
8,7,87.5,45,5.6,0,0,0,25,1,10,90.1,0
6,3,50,85,14.2,0,0,0,48,2,22,95.8,0
6,5,83.3,73,12.2,16.7,0,0,29,0,0,156.9,1
5,1,20,44,8.8,20,0,0,44,0,0,103.3,1
5,2,40,7,1.4,0,0,0,4,2,16,47.9,0
5,3,60,24,4.8,0,0,0,15,0,0,72.1,0
4,3,75,30,7.5,0,0,0,14,0,0,95.8,0
3,1,33.3,13,4.3,33.3,0,0,13,0,0,87.5,1
3,0,0,0,0,0,0,0,0,0,0,39.6,0
2,1,50,5,2.5,50,0,0,0,0,0,95.8,1
2,1,50,3,1.5,0,0,0,3,0,0,56.3,0
2,1,50,33,16.5,50,0,0,33,0,0,135.4,1
2,0,0,0,0,0,0,0,0,0,0,39.6,0
2,2,100,5,2.5,0,0,0,4,0,0,79.2,0
2,1,50,13,6.5,0,0,0,13,0,0,70.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,1,100,20,20,0,0,0,20,0,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,31,31,100,0,0,31,0,0,158.3,1
1,1,100,39,39,100,0,0,39,0,0,158.3,1
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,17,17,0,0,0,17,0,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,27,27,0,0,0,27,1,0,118.8,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,1,100,14,14,100,0,0,14,0,0,158.3,1
1,1,100,12,12,100,0,0,12,0,0,156.3,1
1,1,100,57,57,100,0,0,57,0,0,158.3,1
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,1,100,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,39.6,0
1,0,0,0,0,0,0,0,0,1,1,39.6,0
556,369,66.4,4591,8.3,4.9,17,3.1,70,32,227,95.2,27
548,379,69.2,4717,8.6,7.1,11,2,82,46,238,110.9,39
542,309,57,3810,7,3.9,16,3,57,41,223,79.5,21
540,346,64.1,4088,7.6,5.6,17,3.1,79,12,93,92.4,30
533,310,58.2,3886,7.3,5.4,15,2.8,63,33,246,87.3,29
521,303,58.2,4089,7.8,5.2,20,3.8,85,15,90,84.5,27
513,289,56.3,3495,6.8,4.1,20,3.9,63,25,144,74.8,21
